ORF	Gene	Position	Fast	Slow
YBR156C	SLI15	chrII:551103-553200	21.7555	35.1903
YBR157C	ICS2	chrII:553542-554310	25.2446	24.1541
YBR158W	AMN1	chrII:556548-558198	326.408	110.64
YBR159W	IFA38	chrII:558684-559728	213.278	187.018
YBR160W	CDC28	chrII:560077-560974	106.496	126.32
YBR161W	CSH1	chrII:561633-562764	16.4103	17.2557
YBR162C	TOS1	chrII:563202-564570	487.013	380.249
YBR162W-A	YSY6	chrII:565230-565428	4369.86	3517.82
YBR163W	EXO5	chrII:565722-567480	50.4889	37.8594
YBR164C	ARL1	chrII:567874-568426	340.623	261.675
YBR165W	UBS1	chrII:568851-569685	53.1652	55.5165
YBR166C	TYR1	chrII:569841-571200	97.9437	107.089
YBR167C	POP7	chrII:571467-571890	153.206	142.898
YBR168W	PEX32	chrII:572370-573612	20.6581	20.6908
YBR169C	SSE2	chrII:573914-575996	19.5641	43.5695
YBR170C	NPL4	chrII:576343-578086	39.1735	40.8962
YBR171W	SEC66	chrII:578363-578984	313.898	305.774
YBR172C	SMY2	chrII:579149-581372	70.9619	67.7124
YBR173C	UMP1	chrII:581725-582172	282.264	235.288
YBR174C	YBR174C	chrII:582337-583355	1.89641	2.03546
YBR175W	SWD3	chrII:582337-583355	36.9434	31.5865
YBR176W	ECM31	chrII:583719-584658	39.8623	32.8215
YBR177C	EHT1	chrII:584806-586445	146.075	126.193
YBR178W	YBR178W	chrII:584806-586445	9.49157	10.9043
YBR179C	FZO1	chrII:586546-589114	34.2917	37.4344
YBR180W	DTR1	chrII:589740-591459	3.08083	3.0187
YBR181C	RPS6B	chrII:591711-592774	1161.75	838.209
YBR182C	SMP1	chrII:593505-594864	5.76364	8.29087
YBR182C-A	YBR182C-A	chrII:595360-595555	4.07004	23.276
YBR183W	YPC1	chrII:596114-597065	17.7361	23.2461
YBR184W	YBR184W	chrII:597362-598934	3.49465	5.17101
YBR185C	MBA1	chrII:599122-599959	44.1699	51.9395
YBR186W	PCH2	chrII:600552-602360	11.9185	9.03116
YBR187W	GDT1	chrII:602633-603476	108.232	113.684
YBR188C	NTC20	chrII:603684-604107	137.713	169.007
YBR189W	RPS9B	chrII:604507-605508	8323.36	6010.38
YBR190W	YBR190W	chrII:605965-607140	3.29121	9.47801
YBR191W	RPL21A	chrII:605965-607140	5815.06	4406.01
YBR191W-A	YBR191W-A	chrII:607148-607223	9885.83	6636.64
YBR192W	RIM2	chrII:607651-608785	70.008	80.1839
YBR193C	MED8	chrII:609081-609753	49.6918	51.6843
YBR194W	AIM4	chrII:610037-610409	84.4022	64.8082
YBR195C	MSI1	chrII:610613-611882	17.9789	18.919
YBR196C	PGI1	chrII:612235-613900	1073.57	1080.18
YBR196C-A	YBR196C-A	chrII:614023-614173	58.3772	58.8351
YBR196C-B	YBR196C-B	chrII:614525-614630	748.087	858.721
YBR197C	YBR197C	chrII:615202-615856	28.0735	30.879
YBR198C	TAF5	chrII:616126-618523	40.1068	40.892
YBR199W	KTR4	chrII:618908-620303	141.578	132.075
YBR200W	BEM1	chrII:620871-622527	39.9084	38.81
YBR200W-A	YBR200W-A	chrII:622982-623147	0	7.65033
YBR201C-A	YBR201C-A	chrII:624492-624696	82.5025	106.177
YBR201W	DER1	chrII:623575-624211	39.6028	35.3394
YBR202W	MCM7	chrII:625771-628309	47.3187	34.0422
YBR203W	COS111	chrII:629167-631942	7.3029	8.33073
YBR204C	YBR204C	chrII:632253-633381	21.4297	22.6546
YBR205W	KTR3	chrII:633621-634924	103.834	95.7373
YBR206W	YBR206W	chrII:633621-634924	83.7132	64.0035
YBR207W	FTH1	chrII:635145-636543	170.633	134.633
YBR208C	DUR1%2C2	chrII:636702-642210	6.21308	19.0122
YBR209W	YBR209W	chrII:642582-642900	0	0.400147
YBR210W	ERV15	chrII:645549-645978	114.49	141.55
YBR211C	AME1	chrII:646157-647132	53.3306	47.8575
YBR212W	NGR1	chrII:647885-649904	28.1763	31.1608
YBR213W	MET8	chrII:650367-651192	7.17279	8.81762
YBR214W	SDS24	chrII:651414-652998	14.3789	22.7441
YBR215W	HPC2	chrII:653355-655317	30.925	36.2694
YBR216C	YBP1	chrII:655575-657600	17.9529	20.7268
YBR217W	ATG12	chrII:657831-658392	41.3639	30.2644
YBR218C	PYC2	chrII:658706-662249	52.5925	73.8523
YBR219C	YBR219C	chrII:662498-664677	0.693361	0
YBR220C	YBR220C	chrII:662498-664677	39.7364	39.0386
YBR221C	PDB1	chrII:665152-666253	390.268	412.132
YBR221W-A	YBR221W-A	chrII:666537-666642	86.6277	53.6505
YBR222C	PCS60	chrII:666719-668351	46.7224	50.0062
YBR223C	TDP1	chrII:668662-673565	7.14132	10.966
YBR223W-A	YBR223W-A	chrII:668662-673565	113.62	54.7859
YBR224W	YBR224W	chrII:668662-673565	1.76596	0.764692
YBR225W	YBR225W	chrII:668662-673565	8.13045	10.9104
YBR226C	YBR226C	chrII:668662-673565	31.6713	25.3015
YBR227C	MCX1	chrII:673571-675134	53.9896	62.6541
YBR228W	SLX1	chrII:675312-676227	35.2292	36.9596
YBR229C	ROT2	chrII:676356-679221	24.3633	23.0871
YBR230C	OM14	chrII:679548-680050	245.88	231.56
YBR230W-A	YBR230W-A	chrII:680361-680562	168.812	230.903
YBR231C	SWC5	chrII:682178-683090	39.3662	43.5961
YBR232C	YBR232C	chrII:683372-684669	1.06158	4.27733
YBR233W	PBP2	chrII:683372-684669	49.8164	53.3341
YBR233W-A	DAD3	chrII:684976-685261	179.868	107.197
YBR234C	ARC40	chrII:685437-686592	144.301	125.022
YBR235W	YBR235W	chrII:686900-690263	14.4256	12.9567
YBR236C	ABD1	chrII:690382-691693	67.9596	64.8801
YBR237W	PRP5	chrII:691968-694518	29.2259	35.1647
YBR238C	YBR238C	chrII:695106-697302	66.424	65.9455
YBR239C	ERT1	chrII:698353-699943	17.5253	17.5033
YBR240C	THI2	chrII:700489-701842	4.10952	5.13819
YBR241C	YBR241C	chrII:702588-704055	9.69658	12.6808
YBR242W	YBR242W	chrII:704669-705386	111.261	88.1419
YBR243C	ALG7	chrII:705446-706793	60.316	64.9315
YBR244W	GPX2	chrII:707527-708016	113.963	116.11
YBR245C	ISW1	chrII:708149-711539	53.1339	58.8927
YBR246W	RRT2	chrII:711590-712754	69.9065	76.943
YBR247C	ENP1	chrII:713003-714455	206.872	171.966
YBR248C	HIS7	chrII:714806-716465	123.377	197.573
YBR249C	ARO4	chrII:716881-717994	810.757	906.485
YBR250W	SPO23	chrII:719032-720604	6.09453	11.1671
YBR251W	MRPS5	chrII:721389-722313	58.9523	58.7219
YBR252W	DUT1	chrII:722610-723054	367.249	323.285
YBR253W	SRB6	chrII:723269-723635	236.98	203.758
YBR254C	TRS20	chrII:723735-724263	66.6202	73.558
YBR255C-A	YBR255C-A	chrII:726617-727074	125.888	92.5293
YBR255W	MTC4	chrII:724455-726540	19.8578	23.9353
YBR256C	RIB5	chrII:727385-728102	174.679	315.941
YBR257W	POP4	chrII:728884-729724	81.7935	85.9257
YBR258C	SHG1	chrII:729733-730162	117.675	153.749
YBR259W	YBR259W	chrII:730386-732453	14.4866	14.5539
YBR260C	RGD1	chrII:732638-734639	32.7365	30.6713
YBR261C	TAE1	chrII:734831-735530	111.836	131.687
YBR262C	AIM5	chrII:735719-736040	194.023	270.47
YBR263W	SHM1	chrII:736263-737736	228.02	200.295
YBR264C	YPT10	chrII:737769-738369	69.3232	74.5428
YBR265W	TSC10	chrII:738581-739544	121.282	100.532
YBR266C	SLM6	chrII:739840-741022	99.4273	91.2109
YBR267W	REI1	chrII:739840-741022	112.311	101.432
YBR268W	MRPL37	chrII:741298-741616	169.985	203.412
YBR269C	FMP21	chrII:742159-742576	154.928	205.857
YBR270C	BIT2	chrII:742760-744398	12.4488	11.8413
YBR271W	YBR271W	chrII:744851-746111	75.0886	68.8103
YBR272C	HSM3	chrII:746360-747803	30.0193	24.9963
YBR273C	UBX7	chrII:748060-749371	47.6325	46.032
YBR274W	CHK1	chrII:749593-751177	26.1143	26.2123
YBR275C	RIF1	chrII:751355-757106	13.6761	24.2717
YBR276C	PPS1	chrII:757619-760043	32.0583	33.7489
YBR277C	YBR277C	chrII:760214-760899	0	0
YBR278W	DPB3	chrII:760214-760899	75.3722	80.4573
YBR279W	PAF1	chrII:761256-762594	128.633	110.707
YBR280C	SAF1	chrII:762783-764697	5.20801	8.47118
YBR281C	DUG2	chrII:764969-767606	24.205	29.2495
YBR282W	MRPL27	chrII:768239-768680	147.374	149.688
YBR283C	SSH1	chrII:768942-770415	300.712	240.503
YBR284W	YBR284W	chrII:771238-773632	4.27334	6.1736
YBR285W	YBR285W	chrII:773921-774356	23.679	26.7774
YBR286W	APE3	chrII:774699-776313	766.566	821.904
YBR287W	YBR287W	chrII:776570-777854	77.2871	58.6309
YBR288C	APM3	chrII:778011-779463	54.2397	44.6373
YBR289W	SNF5	chrII:779666-782384	9.05914	11.2606
YBR290W	BSD2	chrII:782590-783556	74.1614	79.3623
YBR291C	CTP1	chrII:783672-784572	307.085	232.494
YBR292C	YBR292C	chrII:784701-785073	9.97772	13.2805
YBR293W	VBA2	chrII:787005-788430	30.8975	31.1839
YBR294W	SUL1	chrII:789234-791814	12.3387	21.5546
YBR295W	PCA1	chrII:792848-796499	13.9058	10.2986
YBR296C	PHO89	chrII:796797-798522	147.886	195.462
YBR296C-A	YBR296C-A	chrII:800122-800242	313.111	591.054
YBR297W	MAL33	chrII:800522-801929	60.458	82.0063
YBR298C	MAL31	chrII:802630-804475	27.0391	27.8547
YBR298C-A	YBR298C-A	chrII:805034-805256	1.55445	0
YBR299W	MAL32	chrII:805350-807105	1.14409	1.19165
YBR300C	YBR300C	chrII:808599-809419	2.28791	0.484147
YBR301W	PAU24	chrII:808599-809419	3.57296	3.97784
YBR302C	COS2	chrII:810339-811479	0	0
YCL001W	RER1	chrIII:111915-112482	189.101	205.197
YCL001W-A	YCL001W-A	chrIII:113079-113541	10.393	4.87027
YCL001W-B	YCL001W-B	chrIII:113769-114024	15.2381	57.4364
YCL002C	YCL002C	chrIII:110807-111675	57.735	65.1427
YCL004W	PGS1	chrIII:109104-110670	18.7245	20.0027
YCL005W	LDB16	chrIII:108020-108791	33.8913	37.0863
YCL005W-A	VMA9	chrIII:106973-107417	1643.49	1303.73
YCL007C	YCL007C	chrIII:106973-107417	47.6627	40.0016
YCL008C	STP22	chrIII:105695-106853	35.517	35.0493
YCL009C	ILV6	chrIII:104618-105548	307.362	529.12
YCL010C	SGF29	chrIII:103570-104350	57.1474	78.4405
YCL011C	GBP2	chrIII:102074-103358	223.414	198.562
YCL012C	YCL012C	chrIII:101316-101788	91.3565	67.2406
YCL014W	BUD3	chrIII:96280-101191	13.2732	9.07231
YCL016C	DCC1	chrIII:94620-95763	20.7668	18.4597
YCL017C	NFS1	chrIII:92776-94270	64.6326	70.9309
YCL018W	LEU2	chrIII:91323-92418	975.908	1118.77
YCL019W	YCL019W	chrIII:85101-90415	0.526633	0.565905
YCL020W	YCL020W	chrIII:85101-90415	0	0
YCL021W-A	YCL021W-A	chrIII:83619-83997	56.8645	49.4442
YCL022C	YCL022C	chrIII:78948-82275	11.2622	22.7372
YCL023C	YCL023C	chrIII:78948-82275	0	2.39682
YCL024W	KCC4	chrIII:78948-82275	5.46016	19.5864
YCL025C	AGP1	chrIII:76017-77919	37.3691	83.5591
YCL026C-A	FRM2	chrIII:74703-75285	17.0527	116.3
YCL026C-B	HBN1	chrIII:73404-73986	15.6837	38.0078
YCL027W	FUS1	chrIII:71802-73341	22.205	33.8368
YCL028W	RNQ1	chrIII:70149-71367	84.5891	88.9301
YCL029C	BIK1	chrIII:68598-69921	34.7774	46.6117
YCL030C	HIS4	chrIII:65933-68333	108.64	396.271
YCL031C	RRP7	chrIII:64674-65568	270.283	209.881
YCL032W	STE50	chrIII:63440-64481	29.0759	29.4407
YCL033C	MXR2	chrIII:62775-63282	50.5805	73.9139
YCL034W	LSB5	chrIII:61657-62722	41.5844	44.146
YCL035C	GRX1	chrIII:60840-61173	864.501	1169.84
YCL036W	GFD2	chrIII:59025-60726	55.8759	48.2537
YCL037C	SRO9	chrIII:57373-58678	7.77998	7.64979
YCL038C	ATG22	chrIII:54940-56527	22.8788	22.6306
YCL039W	GID7	chrIII:52644-54882	20.8486	23.0021
YCL040W	GLK1	chrIII:48652-52340	124.21	212.525
YCL041C	YCL041C	chrIII:48652-52340	2.13089	2.68492
YCL042W	YCL042W	chrIII:48652-52340	2.41571	3.0197
YCL043C	PDI1	chrIII:48652-52340	730.131	647.062
YCL044C	MGR1	chrIII:47110-48364	34.5666	32.8905
YCL045C	EMC1	chrIII:44622-46963	99.5464	91.2043
YCL046W	YCL046W	chrIII:44622-46963	143.469	175.942
YCL047C	YCL047C	chrIII:43660-44437	27.9659	29.2192
YCL048W	SPS22	chrIII:42164-43556	3.58611	5.77122
YCL048W-A	YCL048W-A	chrIII:41487-41727	25.2639	46.1979
YCL049C	YCL049C	chrIII:39785-40724	43.6493	32.2909
YCL050C	APA1	chrIII:37835-38801	416.704	430.49
YCL051W	LRE1	chrIII:35864-37616	22.6086	23.2922
YCL052C	PBN1	chrIII:34142-35393	56.6834	52.0365
YCL054W	SPB1	chrIII:31448-33974	190.93	200.398
YCL055W	KAR4	chrIII:27928-28936	125.204	189.543
YCL056C	YCL056C	chrIII:26924-27359	109.648	140.722
YCL057C-A	YCL057C-A	chrIII:24031-24325	615.762	557.818
YCL057W	PRD1	chrIII:24767-26906	93.4781	78.1215
YCL058C	FYV5	chrIII:23522-23981	18.0141	14.5829
YCL058W-A	ADF1	chrIII:23522-23981	440.547	381.125
YCL059C	KRR1	chrIII:22428-23379	395.972	331.48
YCL061C	MRC1	chrIII:18815-22106	15.5621	35.1693
YCL063W	VAC17	chrIII:17289-18561	42.4997	28.2392
YCL064C	CHA1	chrIII:15797-16880	339.81	152.259
YCL065W	YCL065W	chrIII:11145-14849	0	0
YCL066W	HMLALPHA1	chrIII:11145-14849	0	0
YCL067C	HMLALPHA2	chrIII:11145-14849	0	0
YCL068C	YCL068C	chrIII:11145-14849	0	0
YCL069W	VBA3	chrIII:9705-11082	0	0
YCL073C	YCL073C	chrIII:6478-8326	0	0.147256
YCL074W	YCL074W	chrIII:2823-3750	0	0
YCL075W	YCL075W	chrIII:1391-2566	0	1.1474
YCL076W	YCL076W	chrIII:1391-2566	0	0
YCR001W	YCR001W	chrIII:115684-115999	40.3495	32.9807
YCR002C	CDC10	chrIII:117379-118348	178.494	154.195
YCR003W	MRPL32	chrIII:118619-119171	131.77	152.132
YCR004C	YCP4	chrIII:119574-120318	143.95	157.076
YCR005C	CIT2	chrIII:120945-122328	237.1	477.18
YCR006C	YCR006C	chrIII:122529-123003	2.4592	4.48185
YCR007C	YCR007C	chrIII:126010-126730	15.9934	22.0646
YCR008W	SAT4	chrIII:128469-130281	64.5839	57.0892
YCR009C	RVS161	chrIII:130744-131542	290.548	272.155
YCR010C	ADY2	chrIII:132272-133124	7.28705	6.19819
YCR011C	ADP1	chrIII:133723-136873	33.6501	34.0028
YCR012W	PGK1	chrIII:137745-139049	1961.87	1874.76
YCR013C	YCR013C	chrIII:137745-139049	1120.13	1034.58
YCR014C	POL4	chrIII:139184-140933	27.0952	33.1713
YCR015C	YCR015C	chrIII:141216-142170	36.867	37.8362
YCR016W	YCR016W	chrIII:143633-144506	380.342	288.999
YCR017C	CWH43	chrIII:144772-147634	67.5502	69.9112
YCR018C	SRD1	chrIII:148237-148903	159.918	132.993
YCR018C-A	YCR018C-A	chrIII:151607-151862	257.565	250.881
YCR019W	MAK32	chrIII:152836-153928	26.4326	23.1103
YCR020C	PET18	chrIII:154011-154659	23.0505	27.7993
YCR020C-A	MAK31	chrIII:154829-155096	328.215	327.961
YCR020W-B	HTL1	chrIII:155319-155556	618.785	684.139
YCR021C	HSP30	chrIII:156108-157107	12.2427	18.02
YCR022C	YCR022C	chrIII:157420-157765	7.19562	2.73699
YCR023C	YCR023C	chrIII:158537-160373	29.6259	39.8105
YCR024C	SLM5	chrIII:160743-162222	20.0582	26.4888
YCR024C-A	PMP1	chrIII:162944-163067	19169.5	6896.25
YCR024C-B	YCR024C-B	chrIII:162598-162865	2272.84	915.395
YCR025C	YCR025C	chrIII:163445-163856	13.1666	16.7546
YCR026C	NPP1	chrIII:164110-166339	33.1383	44.8135
YCR027C	RHB1	chrIII:167369-167999	39.4669	47.5848
YCR028C	FEN2	chrIII:170885-172424	26.1643	31.0826
YCR028C-A	RIM1	chrIII:172949-173440	739.394	646.579
YCR030C	SYP1	chrIII:173825-176438	23.6167	25.342
YCR031C	RPS14A	chrIII:177499-178220	7334.99	5466.05
YCR032W	BPH1	chrIII:179519-186023	7.23274	6.54286
YCR033W	SNT1	chrIII:186488-190169	31.6864	36.8463
YCR034W	FEN1	chrIII:190591-191635	266.82	237.625
YCR035C	RRP43	chrIII:191833-193018	137.599	139.807
YCR036W	RBK1	chrIII:193296-194298	63.9954	68.1349
YCR037C	PHO87	chrIII:194413-197185	37.2128	38.7556
YCR038C	BUD5	chrIII:197620-205397	6.80401	5.81271
YCR038W-A	YCR038W-A	chrIII:197620-205397	46.9044	35.4425
YCR039C	MATALPHA2	chrIII:197620-205397	0	0
YCR040W	MATALPHA1	chrIII:197620-205397	0	0
YCR041W	YCR041W	chrIII:197620-205397	8.75353	8.11832
YCR042C	TAF2	chrIII:197620-205397	24.4907	22.717
YCR043C	YCR043C	chrIII:206260-206644	345.978	312.694
YCR044C	PER1	chrIII:206876-207950	62.1447	64.8231
YCR045C	RRT12	chrIII:208134-209610	11.101	12.7342
YCR045W-A	YCR045W-A	chrIII:208134-209610	25.7454	31.23
YCR046C	IMG1	chrIII:209913-210423	96.5304	109.798
YCR047C	BUD23	chrIII:210717-211545	58.5726	50.1999
YCR047W-A	YCR047W-A	chrIII:210717-211545	488.631	413.461
YCR048W	ARE1	chrIII:211870-213772	31.2999	36.4995
YCR049C	YCR049C	chrIII:211870-213772	0.110324	0.119867
YCR050C	YCR050C	chrIII:211870-213772	173.075	179.052
YCR051W	YCR051W	chrIII:214070-214739	160.435	152.43
YCR052W	RSC6	chrIII:214993-216445	60.4536	62.9568
YCR053W	THR4	chrIII:216696-218241	426.051	633.59
YCR054C	CTR86	chrIII:218375-220067	33.2313	37.5907
YCR057C	PWP2	chrIII:220456-223228	103.111	90.416
YCR059C	YIH1	chrIII:223453-224230	76.9889	82.2033
YCR060W	TAH1	chrIII:224398-224734	165.622	175.094
YCR061W	YCR061W	chrIII:225562-227458	7.11296	10.3171
YCR063W	BUD31	chrIII:228094-228791	28.4146	23.6399
YCR064C	YCR064C	chrIII:228094-228791	0.727077	4.6256
YCR065W	HCM1	chrIII:229309-231004	43.4527	54.2472
YCR066W	RAD18	chrIII:231499-232963	25.8746	26.8194
YCR067C	SED4	chrIII:233124-236322	19.5978	19.5929
YCR068W	ATG15	chrIII:237213-238776	11.7909	18.6687
YCR069W	CPR4	chrIII:239054-240011	107.75	116.127
YCR071C	IMG2	chrIII:240102-240543	153.397	170.857
YCR072C	RSA4	chrIII:240804-242352	120.914	114.368
YCR073C	SSK22	chrIII:242587-246583	11.5447	12.2365
YCR073W-A	SOL2	chrIII:246962-247910	42.4878	43.8891
YCR075C	ERS1	chrIII:248032-248815	21.9512	25.7859
YCR075W-A	YCR075W-A	chrIII:248974-249202	212.635	168.31
YCR076C	YCR076C	chrIII:249292-250045	29.4953	41.7572
YCR077C	PAT1	chrIII:250237-252628	53.7911	57.9771
YCR079W	PTC6	chrIII:252844-254173	17.6314	20.1007
YCR081C-A	YCR081C-A	chrIII:254370-258654	82.6395	73.9078
YCR081W	SRB8	chrIII:254370-258654	10.2306	13.9596
YCR082W	AHC2	chrIII:258882-259269	517.006	362.57
YCR083W	TRX3	chrIII:259577-259961	250.34	211.559
YCR084C	TUP1	chrIII:260310-262452	63.6504	71.772
YCR085W	YCR085W	chrIII:262915-263269	11.8216	11.9201
YCR086W	CSM1	chrIII:263391-263964	43.9798	49.5441
YCR087C-A	YCR087C-A	chrIII:263975-264491	186.375	143.662
YCR087W	YCR087W	chrIII:263975-264491	14.0268	7.05633
YCR088W	ABP1	chrIII:265067-266846	104.416	95.511
YCR089W	FIG2	chrIII:267433-272263	8.44517	12.8224
YCR090C	YCR090C	chrIII:272314-272863	181.342	146.656
YCR091W	KIN82	chrIII:274403-276566	6.91038	9.87325
YCR092C	MSH3	chrIII:276763-279820	18.4087	21.4272
YCR093W	CDC39	chrIII:280116-286443	29.643	28.0216
YCR094W	CDC50	chrIII:286761-287937	63.5046	61.7553
YCR095C	OCA4	chrIII:288169-289258	58.0493	60.8929
YCR095W-A	YCR095W-A	chrIII:289638-289797	31.861	119.271
YCR096C	HMRA2	chrIII:292387-295034	0	0
YCR097W	HMRA1	chrIII:292387-295034	500.928	429.072
YCR097W-A	YCR097W-A	chrIII:292387-295034	0	0
YCR098C	GIT1	chrIII:297048-298605	3.48922	2.8583
YCR099C	YCR099C	chrIII:300831-302221	30.1836	19.8313
YCR100C	YCR100C	chrIII:300831-302221	7.19339	11.1923
YCR101C	YCR101C	chrIII:302481-303030	6.36377	7.43399
YCR102C	YCR102C	chrIII:304360-305467	1.26719	3.07561
YCR102W-A	YCR102W-A	chrIII:306734-306932	1.12779	0
YCR104W	PAU3	chrIII:307800-308175	0.974275	2.35121
YCR105W	ADH7	chrIII:309069-310155	13.4505	19.3802
YCR106W	RDS1	chrIII:310957-313456	8.4604	13.8372
YCR107W	AAD3	chrIII:313889-314981	18.582	23.7613
YCR108C	YCR108C	chrIII:315996-316188	3.23693	0
YDL001W	RMD1	chrIV:447983-449276	52.8156	46.7093
YDL002C	NHP10	chrIV:446966-447578	229.044	206.02
YDL003W	MCD1	chrIV:444682-446383	75.7134	159.495
YDL004W	ATP16	chrIV:443028-443511	810.489	638.738
YDL005C	MED2	chrIV:441013-442309	54.8355	57.1867
YDL006W	PTC1	chrIV:439908-440754	44.9901	48.599
YDL007C-A	YDL007C-A	chrIV:436566-436824	0	0
YDL007W	RPT2	chrIV:438046-439360	333.081	261.48
YDL008W	APC11	chrIV:433496-433994	86.4918	70.5835
YDL009C	YDL009C	chrIV:432307-433248	83.5629	84.6994
YDL010W	GRX6	chrIV:432307-433248	75.6642	119.87
YDL011C	YDL011C	chrIV:432307-433248	0	0.492291
YDL012C	YDL012C	chrIV:431107-431517	120.645	95.5612
YDL013W	SLX5	chrIV:429066-430926	39.4257	44.7251
YDL014W	NOP1	chrIV:427363-428347	840.918	793.656
YDL015C	TSC13	chrIV:426001-426934	399.792	367.35
YDL016C	YDL016C	chrIV:424208-425872	194.56	158.858
YDL017W	CDC7	chrIV:424208-425872	24.3032	30.7217
YDL018C	ERP3	chrIV:422832-423510	39.41	74.2312
YDL019C	OSH2	chrIV:417662-421514	16.846	23.5701
YDL020C	RPN4	chrIV:415112-416708	157.973	194.807
YDL021W	GPM2	chrIV:413952-414888	33.6108	47.5998
YDL022C-A	YDL022C-A	chrIV:408450-410056	0	0.346163
YDL022W	GPD1	chrIV:411760-413000	130.972	195.748
YDL023C	YDL023C	chrIV:411760-413000	1.26879	4.33024
YDL024C	DIA3	chrIV:408450-410056	5.07546	7.3055
YDL025C	RTK1	chrIV:405343-407206	18.3527	37.1951
YDL025W-A	YDL025W-A	chrIV:405343-407206	899.053	971.872
YDL026W	YDL026W	chrIV:403694-405060	25.9635	32.6231
YDL027C	YDL027C	chrIV:403694-405060	18.5078	18.6155
YDL028C	MPS1	chrIV:400996-403291	21.1911	24.0453
YDL029W	ARP2	chrIV:399339-400638	137.755	126.759
YDL030W	PRP9	chrIV:397536-399129	27.649	31.3431
YDL031W	DBP10	chrIV:394216-397204	112.971	100.617
YDL032W	YDL032W	chrIV:392658-394001	20.0362	19.9201
YDL033C	SLM3	chrIV:392658-394001	11.9361	12.7521
YDL034W	YDL034W	chrIV:389171-392127	25.9826	30.0106
YDL035C	GPR1	chrIV:389171-392127	24.9203	31.6132
YDL036C	PUS9	chrIV:387512-388901	37.3781	32.6862
YDL037C	BSC1	chrIV:384600-385587	18.2859	24.1161
YDL039C	PRM7	chrIV:381984-384081	42.4196	42.4083
YDL040C	NAT1	chrIV:378873-381438	95.6859	91.826
YDL041W	YDL041W	chrIV:376756-378455	20.7917	34.2599
YDL042C	SIR2	chrIV:376756-378455	22.6379	29.2668
YDL043C	PRP11	chrIV:375679-376480	61.1676	66.9232
YDL044C	MTF2	chrIV:373966-375289	27.3256	27.932
YDL045C	FAD1	chrIV:372687-373608	42.3235	41.7691
YDL045W-A	MRP10	chrIV:372247-372535	284.929	326.24
YDL046W	NPC2	chrIV:371239-371761	306.203	270.845
YDL047W	SIT4	chrIV:369770-370706	136.97	122.998
YDL048C	STP4	chrIV:366738-368211	29.6692	23.6844
YDL049C	KNH1	chrIV:365067-365874	69.6951	51.5101
YDL050C	YDL050C	chrIV:363951-364817	452.649	358.952
YDL051W	LHP1	chrIV:363951-364817	325.625	282.568
YDL052C	SLC1	chrIV:362671-363583	169.981	145.805
YDL053C	PBP4	chrIV:361698-362256	124.749	124.574
YDL054C	MCH1	chrIV:359824-361285	26.479	45.0079
YDL055C	PSA1	chrIV:355673-356759	1557.62	1128.56
YDL056W	MBP1	chrIV:352876-355378	27.9594	29.5433
YDL057W	YDL057W	chrIV:351433-352420	7.87436	10.4228
YDL058W	USO1	chrIV:345664-351037	29.2198	34.179
YDL059C	RAD59	chrIV:344236-344953	8.54744	12.5551
YDL060W	TSR1	chrIV:341618-343985	118.407	115.38
YDL061C	RPS29B	chrIV:340627-341219	1040.38	894.929
YDL062W	YDL062W	chrIV:338271-340282	89.6513	77.4982
YDL063C	YDL063C	chrIV:338271-340282	100.571	88.9073
YDL064W	UBC9	chrIV:337486-338070	198.128	196.372
YDL065C	PEX19	chrIV:336248-337277	93.1691	108.252
YDL066W	IDP1	chrIV:334834-336121	374.95	566.712
YDL067C	COX9	chrIV:334216-334396	1629.57	1760.44
YDL068W	YDL068W	chrIV:333120-333829	39.9944	33.7452
YDL069C	CBS1	chrIV:333120-333829	37.4367	35.8727
YDL070W	BDF2	chrIV:330665-332940	47.6093	21.4502
YDL071C	YDL071C	chrIV:330665-332940	5.28639	4.7553
YDL072C	YET3	chrIV:329835-330447	262.852	210.974
YDL073W	YDL073W	chrIV:326612-329567	40.5485	39.9798
YDL074C	BRE1	chrIV:324046-326149	95.9052	86.4442
YDL075W	RPL31A	chrIV:322225-322988	17436.4	12286.5
YDL076C	RXT3	chrIV:320667-321552	54.752	56.2853
YDL077C	VAM6	chrIV:316970-320120	17.024	17.7248
YDL078C	MDH3	chrIV:315356-316388	120.555	90.2799
YDL079C	MRK1	chrIV:312950-314748	18.2678	18.1326
YDL080C	THI3	chrIV:310641-312471	17.1847	17.5154
YDL081C	RPP1A	chrIV:309801-310122	13573.4	10473.8
YDL082W	RPL13A	chrIV:308423-309388	3176.19	2365.05
YDL083C	RPS16B	chrIV:306925-307789	6717.42	5101.13
YDL084W	SUB2	chrIV:305236-306577	671.202	482.631
YDL085C-A	YDL085C-A	chrIV:302463-302670	3133.51	2821.24
YDL085W	NDE2	chrIV:303210-304848	3.04168	12.0369
YDL086C-A	YDL086C-A	chrIV:301412-302234	177.815	180.645
YDL086W	YDL086W	chrIV:301412-302234	77.3714	74.0538
YDL087C	LUC7	chrIV:300213-300999	16.4289	25.2614
YDL088C	ASM4	chrIV:298416-300003	53.3098	50.4357
YDL089W	NUR1	chrIV:296819-298274	23.3648	20.709
YDL090C	RAM1	chrIV:295033-296329	23.645	20.7438
YDL091C	UBX3	chrIV:293391-294759	14.9058	18.1126
YDL092W	SRP14	chrIV:292780-293221	554.198	509.516
YDL093W	PMT5	chrIV:289571-292140	17.9412	24.1837
